file	unit_number	table_or_group	localization_or_lookup_key	source_hash	zh_tw_hash	source_ref	zh_tw_ref	unit_kind	review_touched	glossary_hit	lookup_used	ai_rechecked	result	reason_codes	batch_id	placeholder_status	lookup_status
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	144	luckyb_text_colour	Servoskull#1	2EEB94B2447174EFD627352F9A5EA7F8E3F11FA06615E6164604E49F513C3814	35910FE620E1378E02315601CA7A96635A5110E452B6124F926D5500DB6D084A	Colors_Keywords_Numbers/COLORS_KWords.lua:177	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:189	keyword	yes	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-010	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	145	trample_text_colour	trample_text_colour#1	208C7FACE0E334C94F62472B4F0F619747657D504EB5DD96B4F7D75793BEEC79	70F6FA3723EF0DDACADCECF62390E4616DCD1DC93A98926FF652812DBBC736E2	Colors_Keywords_Numbers/COLORS_KWords.lua:179	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:191	keyword_group_structure	no	yes	no	yes	SKIP	CONTAINER_STRUCTURE	ED3-COLORS-RECHECK-010	not_applicable	not_applicable
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	146	trample_text_colour	Trample#1	202B3AD7C9F7F734A27CDBBE2E62EA817D95D30C84DA79E76C123B04F0A3C036	56F5310A68062E73F0E3E653BF1E88F6D545B720018245482EBBA54164244FF6	Colors_Keywords_Numbers/COLORS_KWords.lua:180	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:192	keyword	no	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-010	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	147	trample_text_colour	Depend#1	837EFE3B6E1190F4C81F6C8ACA633D2691A293804353847CF1B70CD7E4AF7D8D	0A7F8BC95584032397B01201AD06C5DD73C70C7839D2434BF4708AB343DD2033	Colors_Keywords_Numbers/COLORS_KWords.lua:181	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:193	keyword	no	no	no	yes	KEEP		ED3-COLORS-RECHECK-010	match	definition_unused
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	148	class_zealot_text_colour	class_zealot_text_colour#1	16A7295DAC7D3D733DC9AAFCC929CEEB262963620A111BC1384D4243FF514309	F7650B8E39EFCCE0E9F898C9846208E821D10E4B40D783D6882161F8057941D6	Colors_Keywords_Numbers/COLORS_KWords.lua:185	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:196	keyword_group_structure	no	yes	no	yes	SKIP	CONTAINER_STRUCTURE	ED3-COLORS-RECHECK-010	not_applicable	not_applicable
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	149	class_zealot_text_colour	cls_zea#1	5F4260853DDF361BC96C76A96DBE3C56F0F75C931E486395D54D671A2E19E7BF	DC73CA9EF9E8C0C59BC21916DF4CD9341A5E168A56B55CF4F4763F18F929E83C	Colors_Keywords_Numbers/COLORS_KWords.lua:186	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:197	keyword	no	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-010	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	150	class_zealot_text_colour	cls_zea2#1	C9CA9A3521C3896316540D560215FB7372288502C990AF5D765EFFE17C926D8A	DC73CA9EF9E8C0C59BC21916DF4CD9341A5E168A56B55CF4F4763F18F929E83C	Colors_Keywords_Numbers/COLORS_KWords.lua:187	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:198	keyword	no	yes	no	yes	KEEP		ED3-COLORS-RECHECK-010	match	definition_unused
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	151	fury_text_colour	fury_text_colour#1	9368E7B0EEEE664696BE4F7898A261D775B0BE721BC99639733421E4EC89726A	B1D633C67DDDC2746C46CD54CD3ED27CD2B9E865D17D54AA8653D4F36F5B93F3	Colors_Keywords_Numbers/COLORS_KWords.lua:189	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:200	keyword_group_structure	no	yes	no	yes	SKIP	CONTAINER_STRUCTURE	ED3-COLORS-RECHECK-011	not_applicable	not_applicable
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	152	fury_text_colour	Fury#1	827DD72AFE67D564F1D94897E6B2332980733BD077BC8DBE897CBB7BE6D53941	04A3E747FEE8B2D89725A13B479639652CDA80EA388DE4C9E1CDBBEB68139D47	Colors_Keywords_Numbers/COLORS_KWords.lua:190	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:201	keyword	no	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-011	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	153	fury_text_colour	Rampage#1	2A7A9185C9DEC1F11F6F2EB5851B6863F860006E03992DB9460E4179A9720C18	2EF3335C8591EC3185537BB2F7E4E8C816EDD4A35C83FEC17B60A70700B69F05	Colors_Keywords_Numbers/COLORS_KWords.lua:191	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:202	keyword	no	yes	no	yes	CHANGE	TERMINOLOGY	ED3-COLORS-RECHECK-011	match	definition_unused
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	154	momentum_text_colour	momentum_text_colour#1	711406A5683B3537CEE4FBFC6D4D71258E36A5A5869B43DD22BD19FAE3A48221	9A1D79264266FAB072B377B6DAE6AFD82872D492222DBBF7A37074DEEEF2C3FE	Colors_Keywords_Numbers/COLORS_KWords.lua:196	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:204	keyword_group_structure	yes	yes	no	yes	SKIP	CONTAINER_STRUCTURE	ED3-COLORS-RECHECK-011	not_applicable	not_applicable
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	155	momentum_text_colour	Momentum#1	6DF12372CE94ECFE53A9771A5EE932EC9EF03D488EEE6A2947665E722EC25AAE	2832C4F2D95F1EF46AEF4FA5DBBAF78CA00C5C36B68F23074352711CF6942015	Colors_Keywords_Numbers/COLORS_KWords.lua:197	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:205	keyword	no	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-011	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	156	momentum_text_colour	Taunt#1	FBC75E5EBF59201A87ED2CEA0DBF11D964C7623DF77D71A46CCA2A10CADA5CB7	319D3B80E0EEE0B18E048F3D603463C013E67E3E07D19809DC1FF8DFAF187775	Colors_Keywords_Numbers/COLORS_KWords.lua:198	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:206	keyword	yes	no	yes	yes	KEEP		ED3-COLORS-RECHECK-011	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	157	momentum_text_colour	Adren#1	EA3B1BDF21D7673B1219FDAABB9FC0CDBE5C6C46E6D5557F35270F432FFA6ABB	A024BDD488CE4A8064A2E33D774FD435CF9CB1C745565B7DA2CCB9A955A588D1	Colors_Keywords_Numbers/COLORS_KWords.lua:202	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:207	keyword	no	no	yes	yes	KEEP		ED3-COLORS-RECHECK-011	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	158	momentum_text_colour	AdrenFr#1	A3C2BBB047347B49ECD6DCAA3DF29271014B7090CAA07B366983AEBADCE53496	F2C648B2CF816DB2CAB71F517BF8F2ED07CC8D1ADBB85597F4C65918BB1CAB11	Colors_Keywords_Numbers/COLORS_KWords.lua:203	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:208	keyword	no	yes	no	yes	CHANGE	TERMINOLOGY	ED3-COLORS-RECHECK-011	match	definition_unused
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	159	stealth_text_colour	stealth_text_colour#1	0489F6921CBAB1B1A9B1BAF72988628AF9BCD07FEFCAD790B3CD89A778A26F4F	83C4951EFA01E87C3861DFB2580AC2F4896AAD3E25201FDDFDE4FBAD7AC46A04	Colors_Keywords_Numbers/COLORS_KWords.lua:205	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:210	keyword_group_structure	no	yes	no	yes	SKIP	CONTAINER_STRUCTURE	ED3-COLORS-RECHECK-011	not_applicable	not_applicable
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	160	stealth_text_colour	Stealth#1	72A55AFDB2B2D9624948393C357D58EE59673B285DD30C70DAD3056B49AA4288	BA8A02880B6AC56D6026DA0E5E95E198B008688630270C08142E2DF75FCC3ABD	Colors_Keywords_Numbers/COLORS_KWords.lua:206	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:211	keyword	no	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-011	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	161	stealth_text_colour	Psy_Mark#1	3D6BE93B3DB5A138AAE423A9860A216EF6B6BEFE01794D4F998043DAF28B8F48	BE3F34459414EFEA467C15E65F0CBF23519179A92B262377EAA51CF0518C9BC4	Colors_Keywords_Numbers/COLORS_KWords.lua:207	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:212	keyword	no	no	yes	yes	KEEP		ED3-COLORS-RECHECK-011	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	162	stealth_text_colour	Psy_mark#1	86D56E8FCC25F59880708B237264CB9DBE270C4FF4BFFA30D8E543E7DC26D271	BE3F34459414EFEA467C15E65F0CBF23519179A92B262377EAA51CF0518C9BC4	Colors_Keywords_Numbers/COLORS_KWords.lua:209	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:213	keyword	no	no	no	yes	KEEP		ED3-COLORS-RECHECK-011	match	definition_unused
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	163	class_veteran_text_colour	class_veteran_text_colour#1	5661CD54C936900C0E02EC0009140A90775257610F2F8BE8C62D2E403019C6C3	1DDEAD4ECC35041974605717FDC5B5BDCD55F85725E7D0DA7C5E7A7AAA1F16E4	Colors_Keywords_Numbers/COLORS_KWords.lua:212	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:216	keyword_group_structure	no	yes	no	yes	SKIP	CONTAINER_STRUCTURE	ED3-COLORS-RECHECK-011	not_applicable	not_applicable
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	164	class_veteran_text_colour	cls_vet#1	45B6B77C62E08256AE90964EE09D3CA2AAE497B423F46918C48D6D327ECE0C69	E71649EE4E9DD08837540817439BCB31047556211B1392CDD405E0EDAD3E6F3B	Colors_Keywords_Numbers/COLORS_KWords.lua:213	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:217	keyword	no	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-011	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	165	class_veteran_text_colour	cls_vet2#1	3C27A1CE1F90F6EC0AEB38E7D9F3F0768A6637321731963E5863305443BA0886	E71649EE4E9DD08837540817439BCB31047556211B1392CDD405E0EDAD3E6F3B	Colors_Keywords_Numbers/COLORS_KWords.lua:214	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:218	keyword	no	yes	no	yes	KEEP		ED3-COLORS-RECHECK-011	match	definition_unused
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	166	focus_text_colour	focus_text_colour#1	634FB207D97FE8711A770E0AF56DE5F79EDFCD329054707E2FADB38C872EF26D	F6B37FE2722B9CF5171DF1FFD82B86A8A0E0B7A62A4203F278A01CDE147F32AA	Colors_Keywords_Numbers/COLORS_KWords.lua:216	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:220	keyword_group_structure	yes	yes	no	yes	SKIP	CONTAINER_STRUCTURE	ED3-COLORS-RECHECK-012	not_applicable	not_applicable
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	167	focus_text_colour	Capacitance#1	5A0DB8E489FC60F7C8186F673C75B705C58DD83D6D7D6158E4C93FC5893C2529	5E893252E805B6CF5A31D436933F8174F2A544187A38891DB5AFE7289A6F74E2	Colors_Keywords_Numbers/COLORS_KWords.lua:221	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:221	keyword	yes	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-012	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	168	focus_text_colour	Forceful#1	33458C2337051CCE339CF7FD5EA9DA7B331E44E661C1E5A8BDD047D8853A69BC	78C09145C5F61F54C533D98F04FDCEA739C23C03CDA4D810B015B3E2321E53BC	Colors_Keywords_Numbers/COLORS_KWords.lua:217	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:222	keyword	no	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-012	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	169	focus_text_colour	Focus#1	B80DC93401F953A51A893C5E24834B1AEB5CB044CA6C35D1D5A8F2AE959C3619	9FF87DE68B30603EC08833105D28EAE2DF2108D7570AC789C14C8A3FFE770F28	Colors_Keywords_Numbers/COLORS_KWords.lua:218	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:223	keyword	no	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-012	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	170	focust_text_colour	focust_text_colour#1	47711973F9EDF3D77D5D9D9D95D032D8A5C2ED4FF57B77E87A0AABB2703EE45D	D0CBA97504F519ADD0376320CDFB9C8AE220916B72C289E5D3F49559C1842FF5	Colors_Keywords_Numbers/COLORS_KWords.lua:223	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:225	keyword_group_structure	yes	yes	no	yes	SKIP	CONTAINER_STRUCTURE	ED3-COLORS-RECHECK-012	not_applicable	not_applicable
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	171	focust_text_colour	ElectrDisch#1	44775FF626C19518F78450F5678FCD0D62A7A5F9F997C7CF79472F4CD341656C	1816428D4616FCE8ACC5244263677DFA9EC8A1C68C958FE49CDE59B3F8722E6C	Colors_Keywords_Numbers/COLORS_KWords.lua:228	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:226	keyword	yes	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-012	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	172	focust_text_colour	Focus_Target#1	E5F3BA1E4E9EF3F695673308847D273CF05A3D4F98C55918D1B558A5739A8118	192BD1694811B8E3FF6A44518FC010082C061041963D9D6BB9621580FC2005B8	Colors_Keywords_Numbers/COLORS_KWords.lua:224	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:227	keyword	no	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-012	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	173	focust_text_colour	Markedenemy#1	8FCEFD947E606A65AAFCC77AAEE93211086EECBC82220292DB3B4B1251CE203B	EF26997C8FD4073CD0BDCFB73723ABFA15060839791C4677993BBA39E1C453CB	Colors_Keywords_Numbers/COLORS_KWords.lua:225	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:228	keyword	no	no	yes	yes	KEEP		ED3-COLORS-RECHECK-012	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	174	focust_text_colour	VultsMark#1	ABC54EFE8F456BEFF2B55324ACAB1BBA53A7A240D612675C00770D1BAFC8542D	E79CC24E1B81D065126690D406EA416086B27C38F7678FC950F266193E91FEF7	Colors_Keywords_Numbers/COLORS_KWords.lua:227	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:229	keyword	no	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-012	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	175	meleespec_text_colour	meleespec_text_colour#1	A62AEF4AC9686A580DF7FCFD25052433F33222A9FD0703BD6135438949E361F4	022A49F2F64DF0FC0531E9FB40A23B3EF6CA939260B84EA32DE13C9B58D5AA23	Colors_Keywords_Numbers/COLORS_KWords.lua:230	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:231	keyword_group_structure	yes	yes	no	yes	SKIP	CONTAINER_STRUCTURE	ED3-COLORS-RECHECK-012	not_applicable	not_applicable
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	176	meleespec_text_colour	Chordclaw#1	E5AA9EE6B9DC76016FBD22CCFAE407AD3CDA6F2C95054B9DA8B3BA3B6A63EE1D	71EC0C8CF606F4A4C9C479C0DD6D81A578C3F798B18996D1394346FD42438515	Colors_Keywords_Numbers/COLORS_KWords.lua:235	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:232	keyword	yes	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-012	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	177	meleespec_text_colour	Meleespec#1	BCA3E269DC6B5276B2D6BA0BB23774AD84BB046171B131FF77719B05172809DF	3EAA46FE8FA592D776D04CC5E8EA06F6A9CD62B477CCD3E7A6BEC1C7C0B43C37	Colors_Keywords_Numbers/COLORS_KWords.lua:231	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:233	keyword	no	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-012	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	178	meleespec_text_colour	Meleejust#1	9F855787AB90D99E501AAE1D287934B5E5A99EF6F86F57E47E8F8BD71D163024	E08CCDC2380F17BBF16F8C8A8EE12667A88ED6C90AFD99226B41527605592EE5	Colors_Keywords_Numbers/COLORS_KWords.lua:232	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:234	keyword	no	no	yes	yes	KEEP		ED3-COLORS-RECHECK-012	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	179	rangedspec_text_colour	rangedspec_text_colour#1	C4620D088B622DE726DA76D2B0763CEDB999A690AA9AA8D3B8BB28717505AF63	F68E8600B4B7755FCEA113241E1A94FD7B614E44096F8080DE992A5BD2771AF4	Colors_Keywords_Numbers/COLORS_KWords.lua:237	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:236	keyword_group_structure	yes	yes	no	yes	SKIP	CONTAINER_STRUCTURE	ED3-COLORS-RECHECK-012	not_applicable	not_applicable
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	180	rangedspec_text_colour	FireRate#1	13AFB0AFF2140970070E8FD723D586BDEEE2DB624E82D932B124CE338EFE71E9	0A1A941A4B48B94AAAFEDBDAC278AB97E60195D90149E1779E5FEE07DCFC906C	Main_Modules/TALENTS/TALENTS_Skitarii.lua:540,542 (English usage)	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:237	keyword	yes	no	yes	yes	KEEP		ED3-COLORS-RECHECK-012	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	181	rangedspec_text_colour	Rangedspec#1	FD6E91FB66023C224495CA193E529C94772960F01D851078F08E0B7881519E0E	2C9817A6BA6D05F6EDEA9D474F5B63A7307FA3DC00F80708C716EDA486D4D540	Colors_Keywords_Numbers/COLORS_KWords.lua:238	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:238	keyword	no	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-013	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	182	rangedspec_text_colour	Rangedjust#1	AC2214DBE3786FCA7505AC2BF9BFEFD22AE73DCD005EBEF6AAFDE1F1F8E12CDC	B3F91C758F574D5A4498E36DAD051EA21F0DB22A5F8E6239C4FFD724B2D493C5	Colors_Keywords_Numbers/COLORS_KWords.lua:239	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:239	keyword	no	no	yes	yes	KEEP		ED3-COLORS-RECHECK-013	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	183	class_arbites_text_colour	class_arbites_text_colour#1	818838A32EFA17B03B3A1FABE8B0FD692ACAC4051B061B2547F1CF48BF56E5A0	980EF16ACDBCD10608E496DCB40F0773F355D0B8EA74A784A5036202D4CFB207	Colors_Keywords_Numbers/COLORS_KWords.lua:243	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:242	keyword_group_structure	no	yes	no	yes	SKIP	CONTAINER_STRUCTURE	ED3-COLORS-RECHECK-013	not_applicable	not_applicable
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	184	class_arbites_text_colour	cls_arb#1	DEA6904663AE6439174794B35682EC2B354A9B8CB8C05D0E1C25EB664896B4DE	599EDF5F4332B21C4EB7BE45375DE3A726AC121F0991EAAB485380D4D3AB42AD	Colors_Keywords_Numbers/COLORS_KWords.lua:244	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:243	keyword	no	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-013	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	185	class_arbites_text_colour	cls_arb2#1	AEFD4C6E665C9E13A0C6A867E810725E519E7886B0727449147AEDF2B723A264	599EDF5F4332B21C4EB7BE45375DE3A726AC121F0991EAAB485380D4D3AB42AD	Colors_Keywords_Numbers/COLORS_KWords.lua:245	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:244	keyword	no	yes	no	yes	KEEP		ED3-COLORS-RECHECK-013	match	definition_unused
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	186	class_scum_text_colour	class_scum_text_colour#1	AB196007D24816162B89297C7D93582161E511A0B5677242CDF02ABD28363434	436533CD72BFD59B696940A9323F944C7366ADFE3ABB4EED101185D033623CEB	Colors_Keywords_Numbers/COLORS_KWords.lua:248	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:247	keyword_group_structure	no	yes	no	yes	SKIP	CONTAINER_STRUCTURE	ED3-COLORS-RECHECK-013	not_applicable	not_applicable
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	187	class_scum_text_colour	cls_scm#1	F4085B612BAF378A68E991BF1863A7DAF6509C044D8303F6BF6465307D8CB129	C1C523074AA55BBB5AA3DE8210D2CB06AD06581585CA372CA58DFBCC6643BB8B	Colors_Keywords_Numbers/COLORS_KWords.lua:249	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:248	keyword	no	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-013	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	188	class_scum_text_colour	cls_scm2#1	86E20A67DDD63179B921E09701CFDFD0EA2F13D5541F9746852CCB4B9C6158B8	C1C523074AA55BBB5AA3DE8210D2CB06AD06581585CA372CA58DFBCC6643BB8B	Colors_Keywords_Numbers/COLORS_KWords.lua:250	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:249	keyword	no	yes	no	yes	KEEP		ED3-COLORS-RECHECK-013	match	definition_unused
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	189	chemtox_text_colour	chemtox_text_colour#1	5CF365F624C8FC01F81CBB0F6E4A453501C0FB2972578AA4D2B5EAA45A9F3604	BFBE612DCAA6AE7818024FEEF66B61AD93CB3B28FA67A1E58A66D83B58094862	Colors_Keywords_Numbers/COLORS_KWords.lua:252	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:251	keyword_group_structure	yes	yes	no	yes	SKIP	CONTAINER_STRUCTURE	ED3-COLORS-RECHECK-013	not_applicable	not_applicable
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	190	chemtox_text_colour	AdMedSyringe#1	921CD55678925F76428A5D14161F05A9EA0CA74ADA1F617841F3C1B80E400409	A970B4A82812B37EFF3376A16E3F82EDCBD006615C4D77C491AB50E842C668CD	Colors_Keywords_Numbers/COLORS_KWords.lua:256	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:252	keyword	yes	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-013	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	191	chemtox_text_colour	Chem_Tox#1	4ABB39E5E25A60D6CC6E8ADB03AE25558D26862655778D9EA58F6E4198A9B4B5	B7369F8D460CC149EE096242A050FC06510D083122F13165D0B384F35A19FFE4	Colors_Keywords_Numbers/COLORS_KWords.lua:253	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:253	keyword	no	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-013	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	192	chemtox_text_colour	Med_Stimm#1	E8C083529E3C57F99A38A91BC0C32E8D9739319C6AEAF538A527348D1BDDDE49	10B6633A9802183598B1F947A05C23AB48A17402A187DAAFA24CE17E7385667C	Colors_Keywords_Numbers/COLORS_KWords.lua:254	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:254	keyword	yes	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-013	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	193	talents_text_colour	talents_text_colour#1	51C3B343906A91553E455127529604087DC013CBD1705A29325C54FB74595D18	4B46DE9A0A96C57A0ECA40FF481BC003702AB0F6CEABA5DCEA5BE650962B25B5	Colors_Keywords_Numbers/COLORS_KWords.lua:261	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:258	keyword_group_structure	yes	yes	no	yes	SKIP	CONTAINER_STRUCTURE	ED3-COLORS-RECHECK-013	not_applicable	not_applicable
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	194	talents_text_colour	beaconop#1	AFD3097B343F8C8F20DED1FE6ADA9BDDD8576AAC2477CDF8A3F3E941963F218C	DFAA38B197AB2A299CA98F15CFEFB6871BAE33341B5AAFD2A11FB893DE96F4E2	Colors_Keywords_Numbers/COLORS_KWords.lua:283	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:260	keyword	no	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-013	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	195	talents_text_colour	benedict#1	D2BC4BECA0A0D32CC067324CCFC1D02BD3357FDBD42B07087237122411E02084	093E56BFAD601FB92C1E2BE08B292A8B0187621139D1D3843D06B69EA559F7EC	Colors_Keywords_Numbers/COLORS_KWords.lua:284	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:261	keyword	no	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-013	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	196	talents_text_colour	blazingp#1	8F8875D6231E9C441400582B7825355261686ABDCF07705D31AB31758D0192C8	7184824C9A10F27045A5167517C04F9941EF77B029CDAF4403B4BA121C39BA1D	Colors_Keywords_Numbers/COLORS_KWords.lua:285	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:262	keyword	no	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-014	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	197	talents_text_colour	chast_wckd#1	F19E24A950A3DCF5466C63E3ADED690A08CBB4155C5061C2B5E6EB344E68D918	C96FB5A3331186511CF238B1E2FD5C85A0AB7BC85B3F1CB30C5469E93D24D0FD	Colors_Keywords_Numbers/COLORS_KWords.lua:286	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:263	keyword	no	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-014	match	definition_used
Colors_Keywords_Numbers/COLORS_KWords_tw.lua	198	talents_text_colour	chorusosf#1	41D5969D7D1D57A8C2CF48306A74A662248B64BE8B64D544F85110B67AC08FF2	BAB81D2F567887F142EE80115C457D6CB1A282059BBF657EC4C00736995180CA	Colors_Keywords_Numbers/COLORS_KWords.lua:287	Colors_Keywords_Numbers/COLORS_KWords_tw.lua:264	keyword	no	yes	yes	yes	KEEP		ED3-COLORS-RECHECK-014	match	definition_used
